item_id,code,name,desc1,desc2,p0,p1,p2
3102347,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 365 days,1,0,20365
3102401,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 1 day,1,0,20001
3102402,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 3 days,1,0,20003
3102403,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 7 days,1,0,20007
3102404,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 30 days,1,0,20030
3102405,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 90 days,1,0,20090
3102406,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 180 days,1,0,20180
3102407,PD310240,Mottled Cat Set,Male students can use the mottled cat set for 30 days.,Usable for 365 days,1,0,20365
3102411,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 1 day,1,0,20001
3102412,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 3 days,1,0,20003
3102413,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 7 days,1,0,20007
3102414,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 30 days,1,0,20030
3102415,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 90 days,1,0,20090
3102416,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 180 days,1,0,20180
3102417,PD310241,Spotted Cat Costume,Male students can use the mottled cat costume for 30 days.,Usable for 365 days,1,0,20365
3102421,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 1 day,1,0,20001
3102422,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 3 days,1,0,20003
3102423,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 7 days,1,0,20007
3102424,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 30 days,1,0,20030
3102425,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 90 days,1,0,20090
3102426,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 180 days,1,0,20180
3102427,PD310242,Spotted Cat Shoes,Male students can use the mottled cat shoes for 30 days.,Usable for 365 days,1,0,20365
3102431,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 1 day,1,0,20001
3102432,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 3 days,1,0,20003
3102433,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 7 days,1,0,20007
3102434,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 30 days,1,0,20030
3102435,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 90 days,1,0,20090
3102436,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 180 days,1,0,20180
3102437,PD310243,Spotted Cat Gloves,Male students can use the mottled cat gloves for 30 days.,Usable for 365 days,1,0,20365
3102441,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 1 day,1,0,20001
3102442,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 3 days,1,0,20003
3102443,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 7 days,1,0,20007
3102444,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 30 days,1,0,20030
3102445,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 90 days,1,0,20090
3102446,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 180 days,1,0,20180
3102447,PD310244,Spotted Cat Headgear,Male students can use the mottled cat headgear for 30 days.,Usable for 365 days,1,0,20365
3102501,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 1 day,1,0,20001
3102502,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 3 days,1,0,20003
3102503,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 7 days,1,0,20007
3102504,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 30 days,1,0,20030
3102505,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 90 days,1,0,20090
3102506,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 180 days,1,0,20180
3102507,PD310250,Blue Cat Set,Male students can use the blue cat set for 30 days.,Usable for 365 days,1,0,20365
3102511,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 1 day,1,0,20001
3102512,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 3 days,1,0,20003
3102513,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 7 days,1,0,20007
3102514,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 30 days,1,0,20030
3102515,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 90 days,1,0,20090
3102516,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 180 days,1,0,20180
3102517,PD310251,Blue Cat Costume,Male students can use the blue cat costume for 30 days.,Usable for 365 days,1,0,20365
3102521,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 1 day,1,0,20001
3102522,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 3 days,1,0,20003
3102523,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 7 days,1,0,20007
3102524,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 30 days,1,0,20030
3102525,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 90 days,1,0,20090
3102526,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 180 days,1,0,20180
3102527,PD310252,Blue Cat Shoes,Male students can use the blue cat shoes for 30 days.,Usable for 365 days,1,0,20365
3102531,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 1 day,1,0,20001
3102532,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 3 days,1,0,20003
3102533,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 7 days,1,0,20007
3102534,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 30 days,1,0,20030
3102535,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 90 days,1,0,20090
3102536,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 180 days,1,0,20180
3102537,PD310253,Blue Cat Gloves,Male students can use the blue cat gloves for 30 days.,Usable for 365 days,1,0,20365
3102541,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 1 day,1,0,20001
3102542,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 3 days,1,0,20003
3102543,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 7 days,1,0,20007
3102544,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 30 days,1,0,20030
3102545,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 90 days,1,0,20090
3102546,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 180 days,1,0,20180
3102547,PD310254,Blue Cat Headgear,Male students can use the blue cat headgear for 30 days.,Usable for 365 days,1,0,20365
3102601,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 1 day,1,0,20001
3102602,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 3 days,1,0,20003
3102603,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 7 days,1,0,20007
3102604,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 30 days,1,0,20030
3102605,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 90 days,1,0,20090
3102606,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 180 days,1,0,20180
3102607,PD310260,Black Cat Set,Male students can use the black cat set for 30 days.,Usable for 365 days,1,0,20365
3102611,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 1 day,1,0,20001
3102612,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 3 days,1,0,20003
3102613,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 7 days,1,0,20007
3102614,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 30 days,1,0,20030
3102615,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 90 days,1,0,20090
3102616,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 180 days,1,0,20180
3102617,PD310261,Black Cat Costume,Male students can use the black cat costume for 30 days.,Usable for 365 days,1,0,20365
3102621,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 1 day,1,0,20001
3102622,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 3 days,1,0,20003
3102623,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 7 days,1,0,20007
3102624,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 30 days,1,0,20030
3102625,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 90 days,1,0,20090
3102626,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 180 days,1,0,20180
3102627,PD310262,Black Cat Shoes,Male students can use the black cat shoes for 30 days.,Usable for 365 days,1,0,20365
3102631,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 1 day,1,0,20001
3102632,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 3 days,1,0,20003
3102633,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 7 days,1,0,20007
3102634,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 30 days,1,0,20030
3102635,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 90 days,1,0,20090
3102636,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 180 days,1,0,20180
3102637,PD310263,Black Cat Gloves,Male students can use the black cat gloves for 30 days.,Usable for 365 days,1,0,20365
3102641,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 1 day,1,0,20001
3102642,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 3 days,1,0,20003
3102643,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 7 days,1,0,20007
3102644,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 30 days,1,0,20030
3102645,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 90 days,1,0,20090
3102646,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 180 days,1,0,20180
3102647,PD310264,Black Cat Headgear,Male students can use the black cat headgear for 30 days.,Usable for 365 days,1,0,20365
3202301,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 1 day,2,0,20001
3202302,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 3 days,2,0,20003
3202303,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 7 days,2,0,20007
3202304,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 30 days,2,0,20030
3202305,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 90 days,2,0,20090
3202306,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 180 days,2,0,20180
3202307,PD320230,Pink Cat Set,Female students can use the pink cat set for 30 days.,Usable for 365 days,2,0,20365
3202311,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 1 day,2,0,20001
3202312,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 3 days,2,0,20003
3202313,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 7 days,2,0,20007
3202314,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 30 days,2,0,20030
3202315,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 90 days,2,0,20090
3202316,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 180 days,2,0,20180
3202317,PD320231,Pink Cat Costume,Female students can use the pink cat costume for 30 days.,Usable for 365 days,2,0,20365
3202321,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 1 day,2,0,20001
3202322,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 3 days,2,0,20003
3202323,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 7 days,2,0,20007
3202324,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 30 days,2,0,20030
3202325,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 90 days,2,0,20090
3202326,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 180 days,2,0,20180
3202327,PD320232,Pink Cat Shoes,Female students can use the pink cat shoes for 30 days.,Usable for 365 days,2,0,20365
3202331,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 1 day,2,0,20001
3202332,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 3 days,2,0,20003
3202333,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 7 days,2,0,20007
3202334,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 30 days,2,0,20030
3202335,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 90 days,2,0,20090
3202336,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 180 days,2,0,20180
3202337,PD320233,Pink Cat Gloves,Female students can use the pink cat gloves for 30 days.,Usable for 365 days,2,0,20365
3202341,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 1 day,2,0,20001
3202342,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 3 days,2,0,20003
3202343,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 7 days,2,0,20007
3202344,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 30 days,2,0,20030
3202345,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 90 days,2,0,20090
3202346,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 180 days,2,0,20180
3202347,PD320234,Pink Cat Headgear,Female students can use the pink cat headgear for 30 days.,Usable for 365 days,2,0,20365
3202401,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 1 day,2,0,20001
3202402,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 3 days,2,0,20003
3202403,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 7 days,2,0,20007
3202404,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 30 days,2,0,20030
3202405,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 90 days,2,0,20090
3202406,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 180 days,2,0,20180
3202407,PD320240,Mottled Cat Set,Female students can use the mottled cat set for 30 days.,Usable for 365 days,2,0,20365
3202411,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 1 day,2,0,20001
3202412,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 3 days,2,0,20003
3202413,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 7 days,2,0,20007
3202414,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 30 days,2,0,20030
3202415,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 90 days,2,0,20090
3202416,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 180 days,2,0,20180
3202417,PD320241,Spotted Cat Costume,Female students can use the mottled cat costume for 30 days.,Usable for 365 days,2,0,20365
3202421,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 1 day,2,0,20001
3202422,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 3 days,2,0,20003
3202423,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 7 days,2,0,20007
3202424,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 30 days,2,0,20030
3202425,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 90 days,2,0,20090
3202426,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 180 days,2,0,20180
3202427,PD320242,Spotted Cat Shoes,Female students can use the mottled cat shoes for 30 days.,Usable for 365 days,2,0,20365
3202431,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 1 day,2,0,20001
3202432,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 3 days,2,0,20003
3202433,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 7 days,2,0,20007
3202434,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 30 days,2,0,20030
3202435,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 90 days,2,0,20090
3202436,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 180 days,2,0,20180
3202437,PD320243,Spotted Cat Gloves,Female students can use the mottled cat gloves for 30 days.,Usable for 365 days,2,0,20365
3202441,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 1 day,2,0,20001
3202442,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 3 days,2,0,20003
3202443,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 7 days,2,0,20007
3202444,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 30 days,2,0,20030
3202445,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 90 days,2,0,20090
3202446,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 180 days,2,0,20180
3202447,PD320244,Spotted Cat Headgear,Female students can use the mottled cat headgear for 30 days.,Usable for 365 days,2,0,20365
3202501,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 1 day,2,0,20001
3202502,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 3 days,2,0,20003
3202503,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 7 days,2,0,20007
3202504,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 30 days,2,0,20030
3202505,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 90 days,2,0,20090
3202506,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 180 days,2,0,20180
3202507,PD320250,Blue Cat Set,Female students can use the blue cat set for 30 days.,Usable for 365 days,2,0,20365
3202511,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 1 day,2,0,20001
3202512,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 3 days,2,0,20003
3202513,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 7 days,2,0,20007
3202514,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 30 days,2,0,20030
3202515,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 90 days,2,0,20090
3202516,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 180 days,2,0,20180
3202517,PD320251,Blue Cat Costume,Female students can use the blue cat costume for 30 days.,Usable for 365 days,2,0,20365
3202521,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 1 day,2,0,20001
3202522,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 3 days,2,0,20003
3202523,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 7 days,2,0,20007
3202524,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 30 days,2,0,20030
3202525,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 90 days,2,0,20090
3202526,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 180 days,2,0,20180
3202527,PD320252,Blue Cat Shoes,Female students can use the blue cat shoes for 30 days.,Usable for 365 days,2,0,20365
3202531,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 1 day,2,0,20001
3202532,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 3 days,2,0,20003
3202533,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 7 days,2,0,20007
3202534,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 30 days,2,0,20030
3202535,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 90 days,2,0,20090
3202536,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 180 days,2,0,20180
3202537,PD320253,Blue Cat Gloves,Female students can use the blue cat gloves for 30 days.,Usable for 365 days,2,0,20365
3202541,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 1 day,2,0,20001
3202542,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 3 days,2,0,20003
3202543,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 7 days,2,0,20007
3202544,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 30 days,2,0,20030
3202545,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 90 days,2,0,20090
3202546,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 180 days,2,0,20180
3202547,PD320254,Blue Cat Headgear,Female students can use the blue cat headgear for 30 days.,Usable for 365 days,2,0,20365
3202601,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 1 day,2,0,20001
3202602,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 3 days,2,0,20003
3202603,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 7 days,2,0,20007
3202604,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 30 days,2,0,20030
3202605,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 90 days,2,0,20090
3202606,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 180 days,2,0,20180
3202607,PD320260,Black Cat Set,Female students can use the black cat set for 30 days.,Usable for 365 days,2,0,20365
3202611,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 1 day,2,0,20001
3202612,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 3 days,2,0,20003
3202613,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 7 days,2,0,20007
3202614,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 30 days,2,0,20030
3202615,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 90 days,2,0,20090
3202616,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 180 days,2,0,20180
3202617,PD320261,Black Cat Costume,Female students can use the black cat costume for 30 days.,Usable for 365 days,2,0,20365
3202621,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 1 day,2,0,20001
3202622,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 3 days,2,0,20003
3202623,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 7 days,2,0,20007
3202624,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 30 days,2,0,20030
3202625,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 90 days,2,0,20090
3202626,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 180 days,2,0,20180
3202627,PD320262,Black Cat Shoes,Female students can use the black cat shoes for 30 days.,Usable for 365 days,2,0,20365
3202631,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 1 day,2,0,20001
3202632,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 3 days,2,0,20003
3202633,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 7 days,2,0,20007
3202634,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 30 days,2,0,20030
3202635,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 90 days,2,0,20090
3202636,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 180 days,2,0,20180
3202637,PD320263,Black Cat Gloves,Female students can use the black cat gloves for 30 days.,Usable for 365 days,2,0,20365
3202641,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 1 day,2,0,20001
3202642,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 3 days,2,0,20003
3202643,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 7 days,2,0,20007
3202644,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 30 days,2,0,20030
3202645,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 90 days,2,0,20090
3202646,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 180 days,2,0,20180
3202647,PD320264,Black Cat Headgear,Female students can use the black cat headgear for 30 days.,Usable for 365 days,2,0,20365
1100211,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 1 day,0,0,20001
1100212,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 3 days,0,0,20003
1100213,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 7 days,0,0,20007
1100214,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 30 days,0,0,20030
1100215,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 90 days,0,0,20090
1100216,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 180 days,0,0,20180
1100217,PD110021,Bringer,You can use the Blade “ブリンガー” for 30 days.,Usable for 365 days,0,0,20365
1100231,PD110023,Light Breaker,You can use the Blade “ライトブレイカー” for 30 days.,Usable for 1 day,0,0,20001
1100232,PD110023,Light Breaker,You can use the Blade “ライトブレイカー” for 30 days.,Usable for 3 days,0,0,20003
